1	1.455189943
2	0.731012106
4	0.367393017
8	0.182609081
16	0.093849897
32	0.047979116
64	0.024781942
128	0.012520075
256	0.006611109
512	0.003253937
1024	0.002002954
2048	0.001019001
4096	0.000735998

