1	0.038962841
2	0.028541088
4	0.014743090
8	0.007508039
16	0.004235983
32	0.002471924
64	0.002119064
128	0.001291990
256	0.001044989
512	0.001089096
1024	0.000857115
2048	0.000650167
4096	0.000684977

